Verein,Land,"Jugendspieler in Akademie","Jugendspieler befördert",Transfererlös
"US Tropical Soccer","Amerikanische Jungferninseln",107,80,79787053
"Lei Khun",Macau,55,47,79727749
"GAS Ajaccio",Frankreich,99,79,79656019
"KS Busu Velipojë",Albanien,66,59,79577658
"Dagenham Athletic",England,71,47,79567780
"Guizhou Guyiang",China,81,75,79248546
"Sportivo Sabadell",Spanien,114,100,78941131
"Jylland Herning",Dänemark,70,35,78773061
"GH Zürich 1887",Schweiz,112,67,78220920
"AFC Hemel",England,89,81,78023047
"Enugu Azikiwe",Nigeria,132,124,77898091
"La Penya la Vella",Andorra,100,94,77823425
"Racing Amiens",Frankreich,110,65,77795552
"OL Donezk",Ukraine,100,93,77640586
"Karlstad City",Schweden,65,57,77569947
"Emilia Bologna",Italien,97,69,77566794
"La Paz Tigers",Bolivien,110,101,77494060
"CD Verdinegro",Uruguay,64,56,76925900
"Solyaransk Moskva",Russland,90,83,76925238
"CA Girona",Spanien,62,41,76749360
"ETSV Schonnebeck",Deutschland,103,49,76745536
"Dunawska Razgrad",Bulgarien,79,69,76733702
"FC Newcastle",Australien,89,81,76698194
"Margates Owls",England,98,85,76454601
"SSC Leffe-Albino",Italien,81,71,76380199
"Atlanta Rockets SC","Vereinigte Staaten",61,53,76359624
"Sefe Beirut AC",Libanon,96,88,76329425
"Depor San Juan",Spanien,34,27,76152510
"Puerto Asunción",Paraguay,112,105,76128349
Bündımaspor,Türkei,106,97,75956913
"RW Beckum",Deutschland,86,49,75633701
"Axalupa Rom",Italien,102,90,75600001
"California Sharks FC","Trinidad und Tobago",32,25,75563609
"FC Chemois Norte",Frankreich,140,96,75555555
"Victoria Hartlepool",England,55,42,75525712
"CP Escola Lisboa",Portugal,104,50,75471674
"Punta Carrabinha SC",Belize,61,53,75383279
"Worcester Albion",England,67,56,75297501
"FU Milton",Kanada,47,40,75199451
Al-Kharoubash,Oman,83,75,75060699
"FC Piteå",Schweden,102,94,74982555
"Tuapa Rovers",Niue,41,34,74814424
"FC Gravi Tehran",Iran,126,118,74702519
"SF Soccer Union","Vereinigte Staaten",83,73,74670851
"San José Town","Vereinigte Staaten",58,24,74455522
"St. Llansantffraid FC",Wales,48,28,73506526
"FK Ordino 2009",Andorra,83,75,73370233
"FC Shijak",Albanien,67,59,73285282
"Sportfreunde Spielberg",Deutschland,83,49,73179725
"Tis-Tas Blackpool",Sierra Leone,91,83,73075511
Adalanyasport,Türkei,57,47,72898302
"SC Brades 09",Montserrat,56,48,72756755
"SSV Cartagena",Spanien,69,61,72611352
"Toronto Croats",Kanada,51,43,72318862
"Gimnastikos Argos",Griechenland,52,44,72228430
"Unione Rimini",Italien,47,37,72188232
"Vedeaux Luçon",Frankreich,66,58,71925750
"SC Vooruit Boom",Belgien,108,100,71631201
"EXZ Rotterdam",Niederlande,91,76,71493236
"Oabla Koper",Slowenien,74,65,71220295
"Voša Novi Sad",Serbien,103,95,71095791
"CF Lucas do Rio Verde",Brasilien,100,93,71071564
"JK Pärnu",Estland,51,43,71033794
"AT Cancún Fútbol",Mexiko,88,81,70979209
"Stade Bobo-Dioulasso",Burkina Faso,65,57,70513497
"Breda FC",Niederlande,90,58,70487712
" El Progreso Soccer",Honduras,74,66,70428714
"Stade Dikhil",Dschibuti,95,87,70396536
"Union Liége FC",Belgien,71,63,70275458
"Sun Miami Vice","Vereinigte Staaten",97,86,69823120
"Spartak Nizhnekamsk",Russland,88,80,69599961
"SD Royal Zaragoza",Spanien,70,48,69474283
"FK Kılkarelispurt",Türkei,46,39,68970237
"Brescia CF",Italien,81,60,68883531
"Sportski Imotski",Kroatien,68,58,68777406
"Sportif Saint-Pierre",Réunion,114,106,68678774
"Blau-Rot Hollenbach",Deutschland,76,35,68412962
"Stockport Hats",England,79,71,68344183
"Onotoa Champions",Kiribati,120,109,68322375
"AS Vicenza",Italien,70,59,68245635
"Bosteipolis FC",Iran,54,46,68072710
"Jeanette Esch",Luxemburg,72,64,68061664
"ASS Nardò",Italien,97,87,67989629
"Corumba do Sul",Brasilien,48,40,67620476
"Pinerolo Calcio",Italien,46,38,67400148
"Lanesra Tula",Russland,98,90,67194592
"Almad Diyarbakır ",Türkei,64,55,66947270
"Orapa Universe",Botswana,50,43,66818661
"SC Guayama 1951",Puerto Rico,58,50,66611427
"SA Boulogne-sur-Mer",Frankreich,90,77,66575278
"Deportivo Posadas",Argentinien,59,51,66468514
"RCD Numancia",Spanien,85,75,66411904
"Montreal Soccer CF",Kanada,90,59,65957779
"FC Engordany",Andorra,66,57,65353115
"EF Deinze",Belgien,60,52,65234597
"FC Deutschlandsberg",Österreich,70,48,64951993
"Haffa FC",Israel,81,70,64465777
"Brackley Stars",England,57,53,64459012
"Unión Guadalajara",Spanien,49,41,64357694
"SSC Zuyeshwmiye",Myanmar,49,41,64323306
"Iuhattiat FC",Libyen,95,85,64211165
"Unio Fano 1907",Italien,64,57,64015084
"SSC Saint Michael",Seychellen,41,32,63750498
"KV Wohlen",Schweiz,56,47,63708394
"RC Socuéllamos",Spanien,46,42,63486018
"Teshra SC",Syrien,35,27,63389610
"TSV Amberg 1985",Deutschland,67,35,63151695
"FSI Mariehman",Finnland,76,68,63096650
"UD Guana Liberia",Costa Rica,66,58,62640479
"FC Zagreb",Kroatien,55,45,62599229
"FV Maribor 61",Slowenien,94,86,62584441
"Brianzoli Monza",Italien,56,45,62282464
"Sportive Virton",Belgien,102,73,62276838
"Adria Dugopolje",Kroatien,53,45,62165454
"NE Foxborough","Vereinigte Staaten",97,90,61810122
"Union Schilksee",Deutschland,53,37,61536089
"FA Fuglafjørður",Färöer,61,53,61438404
"FK Schwaz",Österreich,72,60,61403261
"JB Park Rangers",Südafrika,103,95,61211154
"Barnsley UK",England,74,50,61155871
"Tamworth Soccer",England,107,70,61142511
"Agadez Arlit",Niger,49,42,60717557
"Temse Sport",Belgien,64,57,60697724
"SF Trabzon 2007",Türkei,62,52,60490672
"Vitoria Constanța",Rumänien,75,67,60339433
Tüçlaspocht,Türkei,101,70,59932958
"FV Olot",Spanien,110,101,59621521
"KFC Ingwe",Kenia,50,44,59472715
"DKP Petroleum",Dschibuti,76,69,58671976
"SI Uppsala",Schweden,119,109,58643750
"Sesvete Zagreb",Kroatien,67,59,58506784
"OL Zmay Ljubljana",Slowenien,53,43,57304200
"SCC Neuchâtel",Schweiz,77,65,57301365
"KF Lamia 1965",Griechenland,65,57,57265690
"Olga Samara",Russland,98,90,57138470
Güresonsport,Türkei,62,37,56950434
"Reyocretivo Huelva",Spanien,49,28,56840920
"KS Leftra Gjirokastër",Albanien,31,23,56679787
"Welsh Wrexham",England,38,29,56415825
"Concord Bishops",England,70,63,56346306
"KS Korobii Peshpope",Albanien,46,38,56026856
"AFC Milton Keynes 05",England,69,31,55989566
"Østfold Fredrikstad",Norwegen,98,90,55777917
"Real Koksijde",Belgien,68,58,55717713
"KS Mamur",Albanien,69,61,55579078
"Sportiva Novara",Italien,75,62,54889740
"SSC Kallithea",Griechenland,86,57,54736690
"Intra Orašje","Bosnien und Herzegowina",63,55,54641494
"Espanyol St. Juliá",Andorra,55,48,54580517
"FC Kirchbichl",Österreich,59,51,54161440
"WFV Ahlen",Deutschland,58,24,54159122
"Hednesford Unity",England,39,31,53785951
"CD León",Spanien,57,40,53226042
Sumsünspor,Türkei,60,51,53048537
"FKS Rochdale",England,57,40,52808213
"NL Barendrecht",Niederlande,67,60,52555894
"Almere Town",Niederlande,55,40,52494942
"FC Tavua Soccer",Fidschi,24,16,52386127
"AS Le Havre",Frankreich,88,60,52281959
"Deportiva Romana","Dominikanische Republik",45,38,52229580
"Galicia Lugo",Spanien,68,57,51962301
"Emilia Lentigione",Italien,39,31,51871502
"KV Lahti",Finnland,71,63,51386110
"FK Eindhoven City",Niederlande,97,70,50455182
"SWBH Villingen",Deutschland,73,35,50409685
"Boston Nomads",England,69,46,50290094
"FV Pau",Frankreich,49,41,50261032
"Coventry Town",England,60,31,50147564
"Norté Fafa",Portugal,55,49,49969459
"AC Isola Ischia",Italien,68,58,49927394
"Maidstone Champs",England,63,44,49776449
"SSC Heimstetten",Deutschland,100,61,49765761
Keçiürspor,Türkei,52,44,49556568
"FK Troniu",Tahiti,66,52,49497748
"UD Barakaldo",Spanien,36,27,49452705
"Røga Egersund",Norwegen,63,59,49292161
"Ellada Partras",Griechenland,90,81,49221402
"Atlético Gondomar",Portugal,52,44,48768836
"FV Cavese Calcio",Italien,79,65,48742610
"Rourton Sporting SC",Kamerun,40,34,48614170
"KFB Gaziantep",Türkei,67,40,48393141
"Beachies Sunshine","Britische Jungferninseln",89,79,47640557
"FC St. Hardenberg ",Niederlande,32,24,47345136
"Sportis Blumenthal",Deutschland,81,52,47330015
"Arsenal Umuahia",Nigeria,59,55,47271855
"Tórniko Zabrze",Polen,38,28,47232865
"CV Atletico Mazzano",Italien,68,63,47049775
"EKV Kerensa",Eritrea,51,28,46741641
"Sedan FAC",Frankreich,89,76,46697759
"Sportivo Burgos",Spanien,24,16,46625277
"Grödiger SC",Österreich,65,49,46617040
"Előre Szombathely",Ungarn,58,50,46593662
"CD Elche",Spanien,53,43,46364238
"FC Geras Basel",Schweiz,62,31,46334354
"Dynamit București",Rumänien,69,47,46218168
"Intra Avellino",Italien,39,16,45832132
"Weisheł Płock",Polen,38,29,45678747
"Welling Soccerstars",England,41,30,45497187
"Eintracht Fürstenwalde",Deutschland,74,44,45196544
"Olimpios Kerkyra",Griechenland,31,20,44273072
"RCD Ejea",Spanien,46,42,43985858
"Lougana FC",Senegal,48,40,43921140
"KS Chojnice 35",Polen,68,60,43875152
"SG Gurten",Österreich,48,41,43120310
Hecattespur,Türkei,82,74,43079689
"Basingstoke Superior",England,46,39,42830099
"FCI Beru",Kiribati,165,49,42818709
"SSV Modena",Italien,54,45,42764697
"AS Sarre",Frankreich,50,43,42671446
"Atletico Pistoiese",Italien,49,41,42099904
"Kandahar Champions FV",Afghanistan,60,56,41737070
"Río de la Plata CD",Argentinien,40,32,41090554
"D\'oh Lutshan",Tonga,37,29,40776684
"SK Zvezda Belgrad",Serbien,44,28,40773107
"Midal FC",Syrien,37,33,40772968
"FC Caen",Frankreich,40,26,40718160
"SWK Bregenz",Österreich,43,34,40583045
"IFK Stømsgudsot",Norwegen,54,46,40496009
"FC Chiquorello",Panama,61,50,40323420
"Austria Imst",Österreich,41,30,40077156
"CA Tuttocodio",Italien,54,45,39605042
"CV Crotone",Italien,60,47,39361351
"SSC Lecce",Italien,33,19,39192748
"FK Baden Heiligenkreuz",Österreich,30,26,38842481
"AF Créteil-Lusitanos",Frankreich,47,39,38775832
"Väsby Soccer",Schweden,74,66,38642830
"Bromley UK",England,37,21,38403023
"Maastrichter FC",Niederlande,50,21,37459091
"Kobuleti FC",Georgien,53,45,37245505
"Mało Kraków",Polen,60,45,37142518
"Old Boys Antwerpen",Belgien,56,35,37114878
"NJL Farum",Dänemark,75,65,37114204
"SC Trengo",Ghana,60,44,36074541
"HFC Rhynern",Deutschland,65,35,35678769
"FSC Neumarkt a.W.",Österreich,53,43,35475450
"Germania Pohlheim",Deutschland,40,30,35430767
"Inter Tema SC",Ghana,31,13,35321924
"SL Béziers",Frankreich,31,22,35255748
"ARA Södertälje",Schweden,61,54,34789439
"Woch Chorzów",Polen,74,63,34718435
"Coastguards Warton",England,30,22,34672434
"Atlético Montañesa",Spanien,40,36,34649621
"Atleticó Sarno",Italien,54,46,34327747
"Mellica Novokuznetsk",Russland,37,29,34222842
"FK Cham",Schweiz,43,34,33950700
"Fryslân Heerenveen",Niederlande,31,17,33871886
"Electric Aldershot",England,42,38,33655401
"Cercedense CF",Spanien,37,29,33563685
Kacabuksport,Türkei,37,28,32992505
"FV Langreo",Spanien,42,36,32577173
"SSC Portimão",Portugal,32,24,32345789
"Teutonia Alfter",Deutschland,60,31,31890112
"Vitória Freamunde",Portugal,36,28,31838867
"Toca Araguaina",Brasilien,46,24,31003600
"Southend Athletics",England,52,29,30779681
"Unione Padova",Italien,50,40,30591836
"BSV Friesdorf",Deutschland,44,30,30506541
"Gateshead Rovers",England,35,24,29081301
"Tog Hjørring",Dänemark,41,25,28556733
"DF Belize Military",Belize,30,24,28516794
"Reading Kings",England,32,20,28149564
"KS Kostrote Krujë",Albanien,43,35,28148936
"Ritzinger SK",Österreich,61,48,27929560
"SAK Klagenfurt",Österreich,70,56,27392333
"FK Goalheen Kabul",Afghanistan,36,27,27221354
"FC Logroño",Spanien,30,22,27105021
"SDC Falastin",Chile,53,49,26655670
"FC Clermont-Ferrand",Frankreich,60,27,26121630
"Neuwiener FK",Österreich,58,45,26004594
"BBC Bissingen",Deutschland,82,39,25706650
"FV Badalona",Spanien,51,43,25526514
"Sportiva Tondela",Portugal,52,40,25389765
"SC Lionheart",Ghana,64,9,25280569
"Jadera Zadar",Kroatien,57,49,25230485
"SC Waller Seekirchen",Österreich,27,18,25209216
"Melbourne Town",Australien,42,33,25093485
"Olipcza Zambrów",Polen,24,18,24942868
"IFK Oskarshamn",Schweden,34,30,24485507
"PFC Academics","Turks- und Caicosinseln",29,25,24399235
"FK Bobigny",Frankreich,31,25,24368900
"FC Esteli United",Nicaragua,37,32,24326957
"AC Bergerac",Frankreich,20,12,23992761
"Electrik Hong Kong FC",Hongkong,60,46,23976797
"Signdal FK",Norwegen,47,33,23777502
"FF Veldhoven 1928",Niederlande,38,29,23675354
"Sportivo Reggio",Italien,30,20,23513956
"Bolo Lavagnese",Italien,19,17,23361796
"Chorne Odessa",Ukraine,53,45,23230792
"Academy Bristol",England,32,23,23038177
"Slagelse SL",Dänemark,37,27,22758928
"Alemannia Marl-Hüls",Deutschland,52,25,22720908
"SC Avahy",Brasilien,57,26,22677937
"Veneto Bassani",Italien,49,41,22530381
"Stade Bern 95",Schweiz,44,28,22167306
"SS Stradella Voghera",Italien,29,23,21871111
"NK Sarajevo","Bosnien und Herzegowina",21,12,21717186
"AFK Floridsdorf",Österreich,48,33,21644002
"SV Rapperswil-Jona",Schweiz,45,29,21064317
"Sportiva Montegiardino",San Marino,53,46,21032745
"Shenzhen United",China,35,33,20928998
"Al Salihu FC",Katar,33,25,20849728
"FSK Bergheim",Österreich,17,9,20688785
"Yellowknife Digger FC",Kanada,26,24,20494184
"Iris Saloniki",Griechenland,26,16,19697421
"Whitehawk Eagles",England,23,15,19642839
"LOK Sarajevo","Bosnien und Herzegowina",51,44,19506861
"Nuneaton City 1902",England,34,19,19446394
"Harrogate Union",England,19,10,19409488
"ES Alcoy",Spanien,22,20,19204143
"Atlético Osuna",Spanien,22,21,19053578
"SC Virginity","Amerikanische Jungferninseln",17,13,18484126
"Oldham City",England,56,38,18419178
"CL Cosenza",Italien,38,27,17692434
"RSD Ferrol",Spanien,35,27,17436059
"FT Grenoble",Frankreich,47,39,17194368
"ZK Gdynia",Polen,40,32,17126122
"Philadelphia Chucks","Vereinigte Staaten",28,24,17113252
"SJ Lions",Martinique,26,22,16919976
"Gnaser FC",Österreich,22,20,16769431
"Spa Cheltenham",England,33,27,16313708
"Macclesfield Roses",England,32,19,16199040
"Uniòn El Eulma",Algerien,19,15,16137419
"Uyum Adana",Türkei,25,19,15957598
"Boomian FC",Irland,46,35,15301928
Sincanspur,Türkei,38,26,15088653
"SCP Tenisca",Spanien,18,16,14933490
"Atlético Torrelavega",Spanien,16,8,14844976
"Záhorie Skalica",Slowakei,27,20,14627075
"Concorde Colmar",Frankreich,31,23,14452746
"SU Leganés",Spanien,19,18,14445706
"Chelmsford Community",England,14,8,14044146
"Lületaş Eskişehir",Türkei,44,24,13902951
"Sportivo Navalcarnero",Spanien,19,17,13679010
"Bolans FC","Antigua und Barbuda",23,19,12947251
"ASK Völkermarkt",Österreich,16,13,12845564
"EF Lleida",Spanien,25,12,12601418
"AS Sainte-Rose",Guadeloupe,47,28,12169612
"Real Majadahonda",Spanien,19,11,11968068
"ASS Troyes",Frankreich,35,27,10952101
"Vík Ólafsvík 1927",Island,28,12,10808912
"Fegyvertár Gyirmót",Ungarn,31,23,10258621
"Robon Kazan",Russland,23,11,10015131
"IFK Reichenau",Österreich,19,17,9959440
"AS Wasquehal",Frankreich,21,13,9887068
"Mufulira Coppers",Sambia,21,20,9752055
"SC Mechelen 1905",Belgien,43,21,9569952
"AL Nímes",Frankreich,17,9,9456609
"Carlisle Athletic",England,25,15,8982530
"Truro Wildcats",England,37,26,8788956
"Unión Azuqueca",Spanien,33,7,8593376
"SK Ankarügücü",Türkei,41,32,8500445
"Olimpia Novgorod",Russland,16,14,8354037
"Arras Foot",Frankreich,8,3,8269249
"USD San Giovanni",Italien,21,19,7679548
Ümrüsyespur,Türkei,26,18,7665971
"Kufsteiner SSC",Österreich,19,6,7518018
"Atlético Talavero",Spanien,8,3,7479805
"US Raywax","Amerikanische Jungferninseln",19,17,6941289
"FC Sekonds",Ghana,76,15,6892216
"Löwenherz CF",Amerikanisch-Samoa,43,36,6869432
"USS Torrecuso",Italien,8,3,6485967
"PC Strasbourg",Frankreich,28,18,6281885
İstanbulspocht,Türkei,18,10,6269673
"AFC Tullamore",Irland,17,9,5864554
"Eendracht Tiel",Niederlande,12,3,5634250
"Aquilos Campobasso",Italien,9,4,5575961
"FC Næstved",Dänemark,17,8,5051643
"Lazwáj Katowice",Polen,24,12,4953954
"Kidderminster Warriors",England,14,5,4874218
"Rapide Lens",Frankreich,25,11,4618605
"Gimnastio Sanluqueño",Spanien,7,5,4611051
"Soweto Roma","Cayman Islands",21,17,4461049
"ASCS San Severo",Italien,8,5,4438207
"AC Poggibonsi",Italien,19,15,4359677
"Union Reggio",Italien,4,2,4336350
"Crawley Sports",England,17,10,4258377
"FK Mantois 45",Frankreich,9,6,4126933
"RC Dingwall",Schottland,23,13,3846996
"DC Drumcondra",Irland,24,15,3846111
"AS Amiens",Frankreich,13,11,3830319
"Schwyz Tuggen",Schweiz,17,11,3383186
"BK Getxo",Spanien,11,7,3378984
"Atlético Buenos Aires",Argentinien,17,9,2744879
"Real Cachimbo",Brasilien,18,12,2736459
"Canarias Santa Cruz",Spanien,18,8,2481597
"SCF Cowdenbeath",Schottland,7,5,1913983
"Inter Olbia",Italien,11,6,1912750
"Sportivo Trapani",Italien,6,3,1821959
"Auvergne Moulins",Frankreich,10,4,1704082
"Naproijed Sisak",Kroatien,9,2,1475947
"SK Raab Lafnitz",Österreich,13,5,1460555
"Counterbury Lions",Neuseeland,22,10,1459200
"Asınördü İzmir",Türkei,13,4,1386850
"Campania Benevento",Italien,7,5,1307680
"FK Abano",Italien,4,3,1279556
"Atletico Taranto",Italien,4,3,1216212
"St. Peters Cannon","St. Kitts und Nevis",15,7,1174604
"Sacramento Spurs 95","Vereinigte Staaten",9,5,1134419
"Francavilla Calcio",Italien,6,4,1015040
"Extrema Almendralejo",Spanien,7,3,995293
"Atletico Neca-Agua",Mexiko,10,4,985656
"Avignon Pontet",Frankreich,6,3,979803
"Onore Castelfranco",Italien,4,4,941754
"Allee Sarcelles",Frankreich,7,3,881585
Göztepspor,Türkei,11,3,844700
"US Calais",Frankreich,5,2,826383
"Marche Verona",Italien,8,2,813648
"Sportiva Matelica",Italien,9,3,811979
"Racing Villefranche",Frankreich,8,4,708013
"UD Sagunto",Spanien,4,2,669561
"NK Veduž Mostar","Bosnien und Herzegowina",18,10,646982
"Sardigna Nuorese",Italien,6,1,594038
"SAA Taggia 1938",Italien,6,3,577511
"Cappellen Town",Belgien,4,2,539463
"Racing Requena",Spanien,6,2,473962
"ASN Roye",Frankreich,4,1,366255
"AS Ontinyent",Spanien,1,1,364755
"Haven Nagasaki",Japan,3,1,330332
"Cafe Tapachula Soc.",Mexiko,1,1,303963
"Ultras Menumango",Tuvalu,11,1,279812
"UD Alcoi",Spanien,5,1,263970
"FA Prat",Spanien,4,1,255861
"Aubervilliers CF",Frankreich,5,3,247864
"Puña Tafalla",Spanien,4,1,233686
"Wallonia Ciney",Belgien,10,3,199389
"Natal CF",Brasilien,4,1,188248
"Club Jazer",Jordanien,3,1,170503
"Depor Mieres",Spanien,1,1,129248
"PL Atletica Crema",Italien,1,1,60128
"Unión Calahorra",Spanien,1,1,50001
"SSV Olginatese",Italien,1,1,50001
Karşıyakspor,Türkei,4,1,50001
NULL,NULL,1,0,0
NULL,NULL,1,0,0
"SC Estrella Saliñas",Bonaire,1,0,0
"Cayenne SC",Französisch-Guyana,1,0,0
"AS Chico Redondela",Spanien,4,0,0
"Tianjin Yoda",China,1,0,0
"Rakemna United",Tuvalu,1,0,0
"Brechin Town",Schottland,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
"SC Gardeners ","St. Kitts und Nevis",1,0,0
NULL,NULL,1,0,0
"SCC Târgovişte",Rumänien,1,0,0
"Real Sancto",Gambia,1,0,0
"Lazio Albano",Italien,1,0,0
"Grande Itápolis",Brasilien,1,0,0
"Luparense Calcio",Italien,1,0,0
"Balbala FK",Dschibuti,1,0,0
Temal\'h\'uo,Tonga,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
"Sim Kubwa SC",Tansania,1,0,0
"Drucpalo FC",Bhutan,1,0,0
"FC Larent",Guyana,1,0,0
"Subëyun Barsuud",Mongolei,1,0,0
"RSD Segovia",Spanien,1,0,0
"FC Varese",Italien,1,0,0
"Académie Burundi",Burundi,1,0,0
"SP Butantã",Brasilien,1,0,0
"Eccellenza Jesina",Italien,1,0,0
"AS Colas",Dschibuti,1,0,0
"Rayo El Vigía",Venezuela,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
"FC Star of Druk",Bhutan,1,0,0
"Eteenpäin Valkeakoski",Finnland,1,0,0
"Arche Winsdor",Macau,1,0,0
"FC Quintanapalla",Spanien,4,0,0
"TSF Larvik",Norwegen,1,0,0
"ES Zamora",Spanien,1,0,0
"Cristallo Colle",Italien,4,0,0
"Jeenyo Lavori",Somalia,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
"Union Beni Mellal",Marokko,1,0,0
NULL,NULL,1,0,0
"Jendouba Diables",Tunesien,1,0,0
"FC Chuao Puk Tai",Macau,1,0,0
"Victoria Savannah","Cayman Islands",1,0,0
"Siluro Grosseto",Italien,9,0,0
"ACC Recanati",Italien,1,0,0
"Italia Caracas ",Venezuela,1,0,0
"Caldas Manizales ",Kolumbien,1,0,0
"WB Sterren",Belgien,1,0,0
NULL,NULL,1,0,0
"Juventude Sines",Portugal,1,0,0
NULL,NULL,1,0,0
"SK Frýdek-Místek 1921",Tschechien,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
"SD Neochea",Argentinien,1,0,0
"AS Grumellesi",Italien,1,0,0
NULL,NULL,1,0,0
"Panthéros Montería",Kolumbien,1,0,0
NULL,NULL,1,0,0
"1. KV Třinec",Tschechien,1,0,0
NULL,NULL,1,0,0
"Yekatarina Yakutsk",Russland,1,0,0
NULL,NULL,1,0,0
"Kenmare United",Irland,1,0,0
"GIN Sestri Levante",Italien,1,0,0
"Umbria Folignese",Italien,1,0,0
"Qingdao Bàozi",China,1,0,0
"Academica Bisceglie",Italien,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
"FC Balsomo",Palästina,1,0,0
"River Colorado CF",Argentinien,1,0,0
İhögölaspocht,Türkei,1,0,0
"KF Haldenkvìk",Norwegen,1,0,0
"Tirreno Viareggio",Italien,1,0,0
"FK Niram Mongo",Tschad,1,0,0
"PAS Dunaújváros",Ungarn,1,0,0
"USC Linoga",Tuvalu,1,0,0
NULL,NULL,1,0,0
"SA Jura Sued",Frankreich,5,1,0
NULL,NULL,1,0,0
"LS Belvedere","Sint Maarten",1,0,0
"AS Mutilva",Spanien,1,0,0
"CA Teresina",Brasilien,1,0,0
"WAL Walhain",Belgien,1,0,0
"Muslim Sc \'54",Pakistan,1,0,0
"Manche Dieppe",Frankreich,1,0,0
NULL,NULL,1,0,0
"Yasef II FK",Usbekistan,1,0,0
"Olimpico BA",Argentinien,1,0,0
"UD Bermeo",Spanien,1,0,0
"Sportiva Liventina",Italien,1,0,0
"Asmara Dewden",Eritrea,1,0,0
"FF Methil 05",Schottland,1,0,0
NULL,NULL,1,0,0
"FC Levea",Vanuatu,1,0,0
"Vineyard Rebels","Sint Maarten",1,0,0
"LO Azpeitia",Spanien,1,0,0
"FK Mezőkövesd 76",Ungarn,5,0,0
"Soccer Nuit Tea",Tuvalu,34,5,0
"CFC Barber",Curaçao,1,0,0
"Uni AC Kforsum",Jordanien,1,0,0
"Stade Quevilly",Frankreich,1,0,0
NULL,NULL,1,0,0
"Gaz Pskov",Russland,1,0,0
"Atlético Guardabosque","Britische Jungferninseln",1,0,0
"Creo Pomigliano",Italien,1,0,0
"Calcio Legnago",Italien,1,0,0
"Due Piraino",Italien,1,0,0
"Savannakhet Dinos",Laos,1,0,0
"Shahu FC",Pakistan,1,0,0
"Super Flames",Südafrika,1,0,0
"Vertu Puy 44",Frankreich,1,0,0
NULL,NULL,1,0,0
"Stade Agaza",Togo,1,0,0
"Chaniakose FK",Griechenland,1,0,0
"Masrahia M`saken",Tunesien,1,0,0
"Deportivo CS Laguna",Mexiko,1,0,0
"FSK Salo",Finnland,1,0,0
"GFC Young Boys",Grenada,1,0,0
"BA La Paz",Argentinien,1,0,0
"CBA Laredo",Spanien,1,0,0
"AS Teruel",Spanien,4,0,0
"FC Electricity ",Laos,1,0,0
"Soccer Makin",Kiribati,1,0,0
NULL,NULL,1,0,0
"FU Fo-OO ",Tahiti,1,0,0
"Al-Noseer FK",Sudan,1,0,0
"Tomato Leone SV",Amerikanisch-Samoa,1,0,0
"Titikaveka Soccer",Cook-Inseln,1,0,0
"Uniòn Sassari",Italien,1,0,0
"Ginnastica Imola",Italien,1,0,0
"Rayo Yeclano",Spanien,1,0,0
"Uniòn Valdivia",Chile,1,0,0
NULL,NULL,1,0,0
"Girasol Kitakyūshū",Japan,1,0,0
"Smehja Komsomolsk",Russland,1,0,0
"TSK Ivanovo",Russland,1,0,0
"Latiji SC",Indien,1,0,0
"Avernese Calcio",Italien,1,0,0
"Abu Halifa SC",Kuwait,1,0,0
"UDL Lorca",Spanien,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
NULL,NULL,1,0,0
"Colombier FC",Saint-Martin,1,0,0
"CCV Rovigo",Italien,1,0,0
"Icons Roseau",Dominica,1,0,0
NULL,NULL,1,0,0
